month,tickers
2016-09,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BBBY;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HSIC;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;LBTYA;LLTC;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SIRI;SRCL;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WFM;XLNX;XRAY;YHOO
2016-10,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BBBY;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HSIC;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;LBTYA;LLTC;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SIRI;SRCL;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WFM;XLNX;XRAY;YHOO
2016-11,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BBBY;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HSIC;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SHPG;SIRI;SRCL;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WFM;XLNX;XRAY;YHOO
2016-12,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BBBY;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HSIC;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SHPG;SIRI;SRCL;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WFM;XLNX;XRAY;YHOO
2017-01,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;XLNX;XRAY;YHOO
2017-02,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;ILMN;INCY;INTC;INTU;ISRG;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;XLNX;XRAY;YHOO
2017-03,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBAC;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;XLNX;XRAY;YHOO
2017-04,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TRIP;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;XLNX;XRAY;YHOO
2017-05,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY;YHOO
2017-06,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY;YHOO
2017-07,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY
2017-08,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY
2017-09,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY
2017-10,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MAT;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY
2017-11,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALGN;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY
2017-12,AAL;AAPL;ADBE;ADI;ADP;ADSK;AKAM;ALGN;ALXN;AMAT;AMGN;AMZN;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISCA;DISCK;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NCLH;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;STX;SWKS;TMUS;TSCO;TSLA;TXN;ULTA;VIAB;VOD;VRSK;VRTX;WBA;WDC;WYNN;XLNX;XRAY
2018-01,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-02,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-03,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-04,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-05,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-06,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-07,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DISH;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-08,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-09,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-10,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-11,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CA;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XLNX;XRAY
2018-12,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;ESRX;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HOLX;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;QRTEA;REGN;ROST;SBUX;SHPG;SIRI;SNPS;STX;SWKS;TMUS;TSLA;TTWO;TXN;ULTA;VOD;VRSK;VRTX;WBA;WDAY;WDC;WYNN;XEL;XLNX
2019-01,AAL;AAPL;ADBE;ADI;ADP;ADSK;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;BMRN;CDNS;CELG;CERN;CHKP;CHTR;CMCSA;COST;CSCO;CSX;CTAS;CTRP;CTSH;CTXS;DLTR;EA;EBAY;EXPE;FAST;FISV;FOXA;GILD;GOOGL;HAS;HSIC;IDXX;ILMN;INCY;INTC;INTU;ISRG;JBHT;JD;KHC;KLAC;LBTYA;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MSFT;MU;MXIM;MYL;NFLX;NLOK;NTAP;NTES;NVDA;NXPI;ORLY;PAYX;PCAR;PEP;PYPL;QCOM;REGN;ROST;SBUX;SIRI;SNPS;SWKS;TMUS;TSLA;TTWO;TXN;UAL;ULTA;VRSK;VRSN;VRTX;WBA;WDAY;WDC;WLTW;WYNN;XEL;XLNX
