month,tickers
2021-07,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;ALXN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-08,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;HON;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;MXIM;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-09,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;HON;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-10,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;HON;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-11,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;HON;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2021-12,AAPL;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CDW;CERN;CHKP;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FOXA;GILD;GOOGL;HON;IDXX;ILMN;INCY;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TCOM;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM
2022-01,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PTON;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM;ZS
2022-02,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;BIDU;BIIB;BKNG;CDNS;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;XLNX;ZM;ZS
2022-03,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-04,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-05,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-06,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-07,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-08,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-09,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-10,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-11,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;OKTA;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2022-12,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIDU;BIIB;BKNG;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSX;CTAS;CTSH;DDOG;DLTR;DOCU;DXCM;EA;EBAY;ENPH;EXC;FAST;FISV;FTNT;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MTCH;MU;NFLX;NTES;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;SPLK;SWKS;TEAM;TMUS;TSLA;TXN;VRSK;VRSN;VRTX;WBA;WDAY;XEL;ZM;ZS
2023-01,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FISV;FTNT;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;RIVN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-02,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FISV;FTNT;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;RIVN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-03,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FISV;FTNT;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;RIVN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-04,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FISV;FTNT;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;RIVN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-05,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FISV;FTNT;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;RIVN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-06,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FISV;FTNT;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;RIVN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-07,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;ATVI;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-08,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-09,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-10,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-11,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
2023-12,AAPL;ABNB;ADBE;ADI;ADP;ADSK;AEP;ALGN;AMAT;AMD;AMGN;AMZN;ANSS;ASML;AVGO;AZN;BIIB;BKNG;BKR;CDNS;CEG;CHTR;CMCSA;COST;CPRT;CRWD;CSCO;CSGP;CSX;CTAS;CTSH;DDOG;DLTR;DXCM;EA;EBAY;ENPH;EXC;FANG;FAST;FTNT;GEHC;GFS;GILD;GOOGL;HON;IDXX;ILMN;INTC;INTU;ISRG;JD;KDP;KHC;KLAC;LCID;LRCX;LULU;MAR;MCHP;MDLZ;MELI;META;MNST;MRNA;MRVL;MSFT;MU;NFLX;NVDA;NXPI;ODFL;ON;ORLY;PANW;PAYX;PCAR;PDD;PEP;PYPL;QCOM;REGN;ROST;SBUX;SGEN;SIRI;SNPS;TEAM;TMUS;TSLA;TTD;TXN;VRSK;VRTX;WBA;WBD;WDAY;XEL;ZM;ZS
